Preco,TipoBarco,TipoVenda,Ano,Comprimento,Largura,Material
168000,16,2,2002,11.99,4.2,3
170000,2,2,1991,15.94,4.96,3
170000,13,2,2009,13.7,4.03,3
170000,16,2,2001,10.57,3.96,3
170000,16,2,1989,14,4.8,3
170000,13,2,2005,3.96,3.66,3
170000,4,2,2016,9.98,2.99,4
170000,18,2,2011,11,3.7,4
170000,16,2,2006,11.99,4.16,3
170000,19,2,1994,10.98,3,3
170000,13,2,2004,14.65,4.4,3
170000,7,2,2006,13.64,3.95,3
170000,1,2,2019,7.5,2.54,3
175000,13,2,1989,15,4.5,7
175000,16,2,1999,13.84,4.32,3
175000,18,2,2006,13.45,3.8,4
175000,5,2,2003,7.8,2.5,6
175000,4,2,2018,10.57,3.21,3
175000,13,2,2008,12.92,3.9,3
175000,11,2,2013,10.4,3.06,4
175000,18,2,2010,11.7,3.75,3
175000,16,2,2004,14.99,4.33,4
175000,18,2,2010,12.64,3.95,4
175000,13,2,2010,11.7,3.75,3
175000,16,2,2006,11.9,4.2,3
179000,13,2,2012,11.89,3.99,3
179000,12,2,2002,15.95,5,3
179000,13,2,1999,13.2,4.25,3
179000,13,2,2008,12,4,3
179000,12,2,2002,11.7,4.04,7
179000,18,2,2008,13,3.9,3
179000,13,2,1999,13.1,4.25,3
178900,13,2,2017,10.7,3.3,4
180000,16,2,1997,10.93,3.96,3
180000,11,2,2018,9.5,2.74,4
180000,2,2,2005,12.5,4,3
180000,18,2,2010,11.5,3.75,3
180000,13,2,2008,11.92,3.89,3
180000,6,2,2014,9.8,3.1,4
180000,13,1,2020,9.35,2.95,3
180000,13,2,2000,17.04,4.27,3
180000,16,2,2001,14.59,4.32,3
180000,12,2,2006,13.49,4.17,3
180000,13,2,1998,15.4,4.65,3
180000,16,2,1998,17.9,4.7,3
187000,13,2,2011,13.83,4.41,3
187000,13,2,2018,9.15,3.1,3
180375,12,1,1989,12.74,4.13,3
180375,13,1,2006,11.9,4.2,3
185900,13,1,2020,10.52,3.2,3
185462,4,1,2020,9.95,3,4
185000,10,2,2015,10.5,2.99,3
185000,13,2,2004,16,4,3
185000,13,2,2002,17,4.65,3
185000,12,2,2002,14.95,4.5,7
185000,13,2,2002,14.9,4.56,3
185000,20,2,2009,18,4.5,7
205000,16,2,2010,11.74,3.78,3
189500,18,2,2003,14,4,3
172500,18,1,2019,9.42,3.18,4
189000,13,2,1997,15,4.4,7
189000,13,2,2009,11.7,3.89,3
189000,12,2,2006,13.3,4.3,7
189000,13,2,2004,15.49,4.22,3
189000,16,2,2004,13.92,4.27,3
189000,16,2,2005,12.1,3.69,3
189000,13,2,2005,13.6,4.25,7
195000,16,2,2005,14.4,4.33,3
195000,13,2,2015,11.51,3.62,4
195000,13,2,2011,12,4.33,7
195000,10,2,1967,22,5.8,7
195000,13,2,2010,13.5,4.25,7
194900,13,2,2007,12,3,3
194900,18,2,2007,12.37,3.72,3
194300,22,3,2020,8.31,2.59,3
210000,5,4,2019,7.6,2.5,3
194000,12,2,2015,10.98,4,4
194000,13,2,2008,10.85,3.1,3
193920,18,1,2020,9.95,3.35,4
209000,13,2,2013,9.75,3.26,7
197500,13,2,2002,13.55,4.15,7
197500,13,2,2000,14.95,4.5,7
197431,13,2,2018,11,2.9,2
190905,18,2,2016,10.94,3.31,3
197000,13,2,2016,10.94,3.31,3
197000,4,2,2010,13.8,4,3
197000,13,2,2004,13,4,3
196000,16,2,1991,18,4.74,3
196000,20,2,2009,13.2,4.8,3
195755,13,1,2020,10.8,3.45,3
210000,5,1,2018,8.13,2.59,3
199000,13,2,2009,13.36,4.16,3
199000,13,2,2004,13.9,3.7,3
199000,13,2,2011,13.22,4.41,3
199000,18,2,2019,10,3,4
199000,13,2,2011,11.8,3.99,3
199000,13,2,2015,13.29,3.99,3
199000,16,2,2011,13.5,4.09,4
199000,13,2,2019,10.44,3.32,3
199000,18,2,2016,11.62,3.62,4
199000,16,2,2011,13.5,4.09,4
199000,18,2,2007,12,3,3
199000,20,2,2019,11.5,4.5,10
199000,13,2,2008,13.96,4.2,3
199000,16,2,1996,17.15,4.3,3
199000,18,2,2017,10.6,3.7,4
200000,13,2,2001,14.7,4.2,3
200000,16,2,2007,13.4,4.25,3
199999,13,1,2017,11.58,3.2,3
199999,7,2,2004,14.76,4.2,5
199990,16,2,1991,16.2,4.9,3
199900,16,2,2009,13.36,4.16,3
199900,16,2,2010,13.4,4.2,4
199900,13,2,1999,13.1,4.27,3
199900,13,1,2018,9.99,3.49,3
199900,4,1,2019,9.63,3.32,4
199900,12,2,1995,14.85,4.8,7
199900,13,2,2016,10.36,3.05,3
199900,18,3,2020,9.02,3.15,3
199900,4,2,2020,9.23,2.98,3
209000,12,2,2000,13.2,4.55,7
209000,13,2,1999,14.9,4.45,7
209000,13,2,2017,10.9,3.35,3
209000,18,1,2020,10.5,3.35,4
208000,18,2,2008,11.98,4.16,3
189000,13,2,2000,17.07,4.6,3
205000,13,2,1994,18.99,5.11,3
205000,16,2,2009,12.9,4.21,3
205000,12,2,2010,15.2,4.55,7
205000,13,2,2009,11.99,3.99,3
205000,16,2,2006,14.08,4.27,4
205000,20,1,2018,14.99,4.8,7
212000,18,2,2014,12.95,3.99,3
212000,6,1,2020,10.45,3.37,3
229000,18,2,2013,11,3.47,3
211800,4,2,2017,11.5,3.64,3
204750,16,1,2004,15.72,4.33,3
210000,13,2,1995,15.24,4.57,7
210000,13,2,2005,13.13,3.83,3
210000,16,2,2004,15.72,4.33,3
210000,13,2,2003,14.63,3.96,3
210000,16,2,2011,10.92,3.72,3
210000,16,2,2007,13.67,4.2,4
210000,12,2,2008,13.4,4.1,7
199000,13,2,2008,13.41,3.99,3
218000,16,2,2013,11.25,3.72,4
218000,13,2,2015,11.43,3.84,3
235000,6,1,2017,10.95,3.31,3
216590,13,1,2019,8.25,3.05,3
232900,13,1,2020,9.8,3,3
215000,16,2,2002,14.59,4.32,3
215000,13,2,2008,14.35,3.99,3
215000,13,2,2000,15,4.25,3
220000,18,2,2011,12.9,3.99,3
220000,7,2,2010,11.69,3.66,3
220000,13,2,2016,11.15,3.74,3
220000,9,2,2004,16.1,4.35,3
220000,13,2,1998,15,4,3
220000,18,1,2020,9.95,3.32,4
220000,16,2,1997,17.28,4.75,3
220000,13,2,2009,12.57,4.61,3
220000,18,2,2010,11.7,3.66,3
220000,13,2,1991,23,5.8,3
225000,16,2,2004,14.25,4.25,3
225000,12,2,2016,9.99,3.53,3
225000,13,2,2004,13.5,4.2,7
225000,4,1,2019,11.2,3.3,3
225000,18,2,2009,14.8,4.27,4
225000,16,2,1987,20,4.97,3
225000,13,2,2017,10.07,3.25,3
225000,16,2,2008,12.17,4.2,3
225000,16,2,2004,13.49,4.14,3
225000,12,2,1995,14.95,4.25,7
225000,12,2,1951,38.6,5.07,7
225000,13,2,2004,12.08,4.48,3
225000,1,2,2009,14.7,4.64,3
225000,13,2,2008,12.96,4.15,3
230000,12,2,2010,14.9,4.2,7
230000,16,2,1999,15.4,5,3
230000,4,2,2008,13.07,4.16,3
230000,13,2,2011,11.37,3.5,3
230000,18,2,2012,13.36,4.16,4
230000,13,2,2008,12,4,3
230000,13,2,2017,9.99,3.53,3
230000,16,2,2006,14.99,4.33,3
230000,12,2,2016,10.98,3.98,4
230000,16,2,1996,17.92,5.09,3
230000,16,2,2001,13.8,4.1,3
230000,18,2,2013,12.5,3.7,5
229900,20,1,2020,12,4.5,7
238000,16,2,1996,17.05,4.65,3
238000,12,2,2019,9.7,3.35,7
238000,7,2,2019,8.75,2.74,3
237700,16,2,2019,9.99,3.53,3
237500,13,2,2009,10.87,3.45,3
237500,20,2,1954,42.58,5.08,7
256740,13,1,2020,9.8,3,3
237000,4,1,2020,9.98,3.35,4
255468,4,1,2019,8.24,2.6,3
236250,12,1,2019,18.5,3.4,7
214950,18,1,2018,10.49,3.07,4
214950,18,1,2018,10.54,3.07,4
254800,18,1,2019,9.15,3.1,3
240000,18,2,2016,11.5,3.85,4
240000,4,3,2020,11.5,3.35,3
240000,12,2,2009,12.17,4.17,3
240000,13,2,2005,15.49,4.22,3
240000,16,2,2014,10.12,3.46,3
240000,16,2,2006,13.57,4.24,3
240000,16,2,2007,14.35,4.34,3
239900,13,2,2008,14.96,4.29,3
239896,18,1,2020,9.95,3.35,3
239190,13,3,2020,10.56,3.32,3
239000,13,2,2003,11.07,3.25,3
245000,13,2,2008,13,4,3
245000,13,2,2008,13.12,3.98,3
245000,12,2,2000,14.95,4.75,7
245000,13,2,2005,14.98,4.5,7
245000,13,2,1989,23,5.7,3
245000,5,2,2011,7.8,2.5,6
245000,16,2,2006,12.9,4.22,3
245000,13,2,1999,13.72,4.19,3
245000,4,1,2020,8.75,2.74,3
245000,18,2,2000,18.36,5.05,3
245000,16,2,1998,17.15,4.62,3
245000,4,2,2019,8.23,2.74,3
245000,16,2,2009,13.11,4.22,3
249500,12,2,2011,13.8,4.3,7
249000,13,2,2007,12.5,3.9,3
249000,13,2,2011,14.22,4.27,3
249000,12,2,2004,16.8,4.35,7
249000,13,2,2008,16.22,4.26,3
249000,13,2,1911,25.38,4.22,7
249000,13,2,2001,9.5,2.8,6
249000,16,2,2008,13.6,4.28,4
249000,12,2,1999,13.99,4.35,7
249000,13,3,2019,11.5,3.35,3
249000,13,2,2007,16.22,4.27,3
249000,16,2,2007,15.42,4.45,3
249000,18,2,2020,10.56,3.32,4
249000,13,2,2018,9.99,3.3,3
230000,13,2,2003,15.88,4.48,3
229950,18,1,2018,10.36,3.05,4
251388,13,1,2020,12.75,4.26,3
229000,13,2,2006,14.33,4.42,3
251000,13,2,2011,7.98,2.75,4
251000,13,3,2020,10.25,3.5,3
250000,16,2,1996,16.04,4.76,3
250000,13,2,2000,22,5.3,6
250000,18,2,2002,16.13,4.44,3
250000,18,2,2005,15.34,4.42,3
250000,24,2,1960,31.5,6.35,7
250000,16,2,1993,20.8,5.6,3
250000,16,2,2016,12.44,4.34,3
250000,18,1,2018,9.95,3.35,3
259000,12,2,2013,12,4.05,7
259000,13,2,2007,14,4,3
259000,13,2,2017,9.98,3.84,3
259000,16,2,2014,11.4,3.77,3
259000,18,2,2006,14.78,4.08,4
259000,16,2,2007,15.4,4.6,3
259000,5,4,2018,8.85,2.78,9
259000,13,2,2001,14.8,4.6,3
250120,18,1,2020,9.99,3.3,3
258000,16,1,2019,9.99,3.53,3
265000,18,2,2008,15.5,4.1,3
265000,12,2,2008,13.65,4.35,7
265000,13,2,1972,22.3,5.24,7
265000,12,2,1966,16.64,4.5,7
265000,13,2,2013,10.7,3.45,3
265000,18,2,2017,13.29,3.99,3
265000,13,2,2006,14.8,4.4,3
265000,13,2,2007,13.8,4.25,3
265000,13,2,2004,14.95,4.25,3
265000,13,2,2018,9.99,2.98,3
264500,12,2,2011,18.3,3.94,7
269900,12,2,2005,13.1,4,7
269900,13,2,2006,14.96,4.92,3
269500,13,2,2016,12,4.2,7
269500,13,2,2001,17.15,4.48,3
269400,13,4,2019,9.95,3.03,3
269000,16,2,1999,17.05,4.65,3
269000,18,2,2008,12.97,4.22,3
269000,12,2,2006,13.75,4.4,7
269000,18,2,2009,13.12,4.04,3
269000,16,2,2008,12.9,4.22,3
269000,13,2,2018,11.99,3.75,3
269000,16,2,1996,18.85,4.8,3
269000,12,2,2017,10.7,3.4,7
269000,16,2,2017,11.43,3.84,4
269000,13,2,1999,16.02,4.69,3
275000,13,2,2010,13.37,4.22,3
275000,4,2,2009,12.25,3.95,4
275000,13,2,2007,14.96,4.29,3
275000,13,2,2008,14.6,4.36,4
275000,13,2,2007,14.33,4.3,3
275000,12,2,2017,10.7,3.4,7
275000,13,2,2003,16.92,4.58,3
275000,7,1,2020,9.85,3.25,3
275000,13,2,2011,10.22,3.39,3
275000,7,3,2020,9.85,3.25,3
275000,13,2,2017,11.7,3.66,3
275000,13,2,2007,14.93,4.36,3
275000,18,2,2007,14.95,4.3,3
254950,18,1,2020,11.46,3.61,4
300000,5,2,2019,9.99,2.92,3
279500,12,2,2018,11.29,3.96,4
279000,18,2,2007,15.39,4.14,3
279000,13,2,2007,16.02,4.65,3
279000,16,2,2003,15.24,4.47,3
279000,16,2,2016,13.5,4.04,4
279000,13,2,2012,13.72,4.51,3
279000,13,2,2004,16.22,4.27,3
279000,18,2,2010,14.22,4.27,3
279000,13,2,2007,19.5,4.5,3
279000,13,2,2007,17,4.65,3
279000,12,2,2009,13.9,4.35,7
279000,18,2,2005,15.95,5,4
285000,12,2,2011,13.88,4.25,3
285000,18,2,2011,13.36,4.16,4
285000,16,2,2002,16.4,4.88,4
285000,18,2,2013,13.7,4.13,4
285000,18,2,2005,15.35,4.15,3
285000,16,2,2006,15.83,4.3,3
285000,12,2,2018,12.29,4.2,3
285000,16,2,2018,12.29,4.2,3
284000,13,2,2011,13.34,4.17,3
290000,18,2,2019,12.76,3.85,3
290000,18,2,2009,14.96,4.29,3
290000,18,2,2009,16,4.65,3
290000,12,1,2020,11.29,3.96,4
290000,13,2,1997,19.51,4.72,3
290000,21,2,1928,50,6.6,7
290000,13,2,2010,16,4.46,3
290000,13,2,2016,12.67,3.85,4
290000,13,2,2016,12.67,3.85,4
290000,13,2,2004,16.24,4.87,3
290000,13,2,2004,13.95,6.35,4
290000,13,2,2007,15.73,4.02,3
290000,13,2,2010,12.05,4.3,3
295000,16,2,2003,14.64,4.57,3
295000,16,2,2005,16.02,4.72,3
295000,16,2,2004,17.4,4.8,3
295000,13,2,2000,13.65,4,3
295000,20,2,1915,23,4.5,7
295000,18,2,2016,12.67,3.87,4
295000,18,2,2005,14.5,4.5,7
295000,13,2,2010,13.56,3.99,3
295000,13,2,2003,18.65,4.6,3
295000,13,2,2009,14.8,4.4,3
295000,13,2,2017,11.28,3.29,2
295000,12,2,2007,13.15,4.35,7
295000,13,2,2010,11.98,3.5,3
299000,16,2,2008,15.4,4.6,3
299000,16,2,1991,23.95,5.8,3
299000,18,2,2008,14.68,4.25,3
299000,18,2,2007,15.98,4.26,3
299000,13,2,1999,14.85,4.7,7
299000,13,2,2003,15.98,4.26,3
299000,12,2,1994,14.35,4.55,3
299000,18,2,2012,13.72,4.48,3
299000,13,2,2003,16.46,4.27,3
299000,16,2,2001,16.34,4.65,3
299000,18,2,2016,10.98,3.8,3
299000,18,2,2002,18.34,4.6,3
299000,13,2,2011,14.22,4.27,3
299000,13,2,2016,12.19,3.66,3
299000,13,2,2008,10.07,2.8,3
310000,13,2,2012,13.65,4.15,3
310000,18,2,2001,16.45,4.72,3
310000,16,2,2006,17.4,4.8,3
309350,7,1,2019,9.97,3,3
299000,13,2,2020,9.46,3.24,3
309000,16,2,2018,11.43,3.84,4
308000,4,1,2020,11.13,3.23,3
332024,4,1,2021,10.34,3.2,3
279000,18,2,2011,13.38,4.14,3
305000,16,2,2011,13.6,4.48,3
305000,13,2,2011,12.24,4.1,3
305000,13,2,2012,13.2,3.9,4
329500,18,2,2019,10.31,3.5,3
319000,18,2,2008,15.23,4.38,3
319000,13,2,2006,16.4,4.8,3
319000,12,2,2009,13.85,4.46,7
289950,12,2,2018,10.97,3.96,4
289950,16,1,2019,11.4,3.84,4
318000,13,3,2020,10.4,3.72,4
317849,13,3,2020,12.33,3.8,3
316417,16,2,2016,11.43,3.84,4
315665,11,1,2020,9.99,2.99,3
326000,12,1,2020,11.29,4.03,4
325000,13,1,2019,12,3.75,3
325000,12,2,2015,12.9,4.05,7
325000,12,2,2001,13.72,4.3,3
325000,13,2,2005,15.61,4.27,3
325000,13,2,2000,17.37,4.6,3
325000,13,2,2012,14.35,3.99,3
325000,13,2,2002,17.07,4.6,3
325000,18,2,1997,24.35,6,3
325000,18,2,2007,17.1,4.6,3
325284,18,1,2020,11.99,3.75,3
325000,16,2,2004,14.2,4.25,3
335000,13,2,2009,14,4.29,3
335000,13,2,2003,19.6,5.25,3
335000,13,2,2007,15.54,4.3,3
335000,12,2,2008,14.9,4.5,7
335000,18,2,2007,14.7,4.7,3
335000,16,2,2019,11.43,3.8,4
335000,13,2,1995,21,4.8,7
331296,16,3,2020,11.43,3.84,3
330000,18,2,2006,18.88,4.75,3
348000,13,3,2020,10.89,3.54,4
345000,16,2,2006,15.11,4.85,3
345000,13,2,2006,16.5,5.08,3
345000,13,2,2008,17.4,4.8,3
345000,13,2,2003,19.51,1.4,3
345000,13,2,1997,19.8,4.8,3
345000,13,2,2005,14.99,4.65,7
345000,16,2,2001,18.95,5.28,3
345000,16,2,2008,15.12,4.36,4
345000,16,2,1997,22.8,5.45,3
340500,4,3,2020,11.4,3.5,3
350000,12,1,2020,11.29,3.96,4
350000,12,2,2015,13.88,4.25,3
350000,13,2,2002,17.75,4.93,3
350000,18,2,1997,23.98,5.95,3
350000,13,2,2001,20.46,5.21,3
350000,16,2,1995,20,5,4
350000,16,2,2007,14.5,4.4,3
350000,13,2,2018,13.29,3.99,3
350000,18,2,2005,15.7,4.22,3
349900,13,2,2008,14.9,4.61,3
360000,3,2,2017,11,5.1,4
360000,10,2,1976,22,5.98,6
359900,13,2,2004,18.2,4.6,3
328000,18,2,2008,16.15,4.6,3
359500,12,2,2008,16.9,4.75,7
359000,12,2,2006,14.4,4.24,7
359000,18,2,2013,15.2,4.5,4
359000,20,2,2016,13.5,4.2,3
359000,18,2,2005,18.88,4.75,3
359000,1,1,2020,10.76,3.25,4
359000,12,1,2020,11.7,4.11,3
359000,12,2,1999,14.35,4.5,3
374500,13,2,2018,11.23,3.45,3
373350,4,1,2020,10.31,3.25,3
372900,18,1,2020,11.47,3.59,3
339000,13,2,2013,12.19,3.9,3
370000,16,2,2003,19.2,5.18,3
370000,13,2,1961,23.75,6.18,7
370000,13,2,2009,16.73,4.54,3
370000,16,2,2013,13.61,1.12,3
370000,16,2,2007,16.8,4.7,3
385000,16,2,2008,15.8,4.52,3
385000,18,1,2020,12.67,3.87,4
385000,12,2,2007,16.9,4.75,7
380741,13,1,2020,11.99,3.85,3
380000,18,1,2020,13.2,3.9,3
380000,18,2,2004,16.2,5.6,3
380000,16,2,1996,20.2,5.5,3
380000,13,2,1990,20,5.6,2
380000,13,2,2007,10.07,2.8,3
380000,16,2,2003,18.44,4.91,3
380000,16,2,2009,17.98,4.95,3
380000,13,2,2008,16.5,4.55,7
357000,18,2,2007,16.15,4.6,3
390930,7,3,2021,9.86,3.25,3
390000,7,2,1966,18,4.36,7
390000,18,2,2010,20.11,5.08,3
390000,13,2,2007,16.7,4.5,3
390000,13,2,2000,20,5,3
390000,16,2,2008,15,4.5,3
390000,13,2,2003,17.51,4.75,3
421450,13,1,2019,11.95,3.85,3
389500,4,1,2020,10.17,2.98,3
399000,13,2,2008,17.02,4.63,3
399000,13,2,1997,17.4,4.7,3
399000,13,2,2007,16.36,4.47,3
399000,13,2,2008,17.6,4.42,3
399000,18,2,2012,15.6,4.5,4
399000,12,2,2006,14.65,4.47,7
399000,13,2,2005,17,4,3
399000,12,2,2006,14,4,7
399000,13,2,2017,14.3,4.1,3
399000,13,2,2017,14.3,4.1,3
399000,13,2,2017,13.86,4.25,3
399000,16,2,2020,13.43,4.2,4
399000,20,1,2020,11.2,3.45,3
399000,16,2,2014,13.96,4.25,4
415000,13,2,2000,19.5,5.1,3
415000,13,2,2011,13.78,4.3,3
415000,16,2,2017,12.64,3.97,4
415000,12,2,2018,13.88,4.25,4
415000,13,2,2011,14.95,4.25,3
375000,13,2,2019,14.81,4.18,3
410000,16,2,2007,18.6,5.07,3
410000,7,3,2020,10.87,3.4,3
410000,12,2,2005,14.02,4.5,3
409000,16,2,2016,15.1,4.32,4
409000,16,2,2016,15.1,4.32,4
430000,16,2,2008,17.48,4.8,3
430000,16,2,2008,17.85,4.8,3
430000,18,3,2020,11.33,3.4,3
430000,13,2,2017,13.93,4.1,3
429111,13,1,2021,11.5,3.75,3
429000,3,4,2018,11,5.1,3
429000,18,2,2016,13.22,4.41,3
429000,16,2,2015,13.96,4.31,3
429000,16,2,2015,13.96,4.3,3
429000,16,2,2015,13,4,4
429000,13,1,2019,11.73,3.35,3
429000,18,2,2007,16.32,4.57,3
429000,18,2,2014,15.2,4.5,4
429000,16,2,2005,19.25,5.06,3
449000,16,2,2014,12.52,4.25,3
448000,18,2,2007,16.12,4.47,3
446760,12,1,2020,13.43,4.25,4
446760,12,1,2020,13.43,4.25,4
445000,2,2,2007,14.67,4.82,3
445000,16,2,2005,16,4,3
445000,13,2,1958,22,5,7
445000,3,2,2007,13.95,6.55,3
445000,13,2,2008,17,4,3
480000,10,2,2008,10.3,2.98,6
428870,13,2,2020,11.49,3.49,3
441666,18,2,2015,15.1,4.27,4
495000,18,1,2019,11.49,3.49,3
457198,6,3,2020,14.3,4.1,3
457198,13,3,2020,14.3,4.1,3
456796,18,1,2020,13.93,4.1,4
455000,13,2,2009,17.65,4.63,3
453000,12,2,2017,14.2,4.36,7
450000,12,2,1990,19,5,7
450000,13,2,1997,21.5,5.6,3
475000,13,2,2002,20,5,3
475000,12,2,2009,18,5.3,7
475000,13,2,2006,24.08,6.04,3
475000,13,2,2009,17,4.6,7
475000,16,2,2002,20.27,5.21,9
475000,16,2,2006,19.2,5.05,3
475000,18,2,2017,14.78,4.15,4
475000,13,2,2015,13.25,4.35,7
473304,4,1,2020,11.7,3.53,3
473000,16,2,2013,14.99,4.5,3
473000,18,4,2020,12,3.85,3
490000,13,2,2008,15.09,4.88,3
490000,16,2,2001,21.09,5.7,3
490000,18,2,2005,21.14,5.07,3
490000,13,2,2001,20.06,5.45,3
490000,24,2,1964,50,6.6,7
490000,16,2,2001,21.09,5.7,3
490000,12,2,2014,14.99,4.65,4
490000,12,2,2014,14.99,4.65,4
490000,13,2,2009,19.51,4.75,3
490000,16,2,2014,15.1,4.32,4
490000,18,2,2007,16.7,4.72,3
489900,13,2,2011,15.75,4.29,3
455000,16,2,2007,18.29,5,3
455000,13,2,2012,14.72,4.35,3
499000,13,2,2006,18.4,4.9,3
499000,13,2,2014,15,4.32,3
499000,16,2,2008,19.2,4.88,3
499000,16,2,2006,19.51,5.18,3
499000,13,2,2008,16.4,4.8,3
499000,18,2,2015,15.2,4.47,4
499000,16,2,2007,20.41,5.28,3
499000,19,2,2006,18.9,5,3
499000,13,2,2008,16.4,4.8,3
499000,12,1,2020,13.43,4.2,4
499000,16,2,2008,19.3,5.03,3
499000,3,2,2015,15.54,7.64,3
535441,18,1,2020,13.55,4.2,3
535000,13,2,2004,20,5.25,3
535000,16,2,2010,16.36,4.7,3
535000,16,2,2016,15.2,4.5,4
534000,16,2,2008,21.6,5.5,3
530000,13,2,1999,24,6.08,3
530000,16,2,2002,22.33,5.48,3
530000,13,2,2001,22.56,5.21,3
530000,13,2,2011,17.07,5.03,3
530000,13,2,2017,13.65,4.1,3
529000,13,1,2020,12.5,3.85,3
529000,12,2,2002,16.2,4.92,7
529000,13,2,2018,12.2,4.06,3
479000,13,2,2013,15.79,4.27,3
550000,18,2,2006,20.65,5.07,3
550000,13,2,2013,15.44,4.47,3
550000,13,2,2007,19.81,5.03,3
550000,13,2,2001,23.07,5.21,3
550000,18,2,2018,14.78,4.2,4
550000,16,2,2013,19.5,5.12,4
550000,16,2,2000,22.78,5.68,3
550000,13,2,2006,19.6,5.03,3
550000,13,2,2004,23.23,5.6,3
550000,13,2,2008,19.81,5.03,3
550000,16,2,2013,19.5,5.12,4
550000,20,3,2021,18,8,7
550000,13,2,2014,14.23,4.33,3
578600,18,3,2020,13.82,4.06,3
576384,4,1,2020,11.85,3.53,3
575000,16,2,2000,21.3,5.48,3
575000,13,2,2016,14,4.3,7
575000,13,2,2016,14,4.3,7
573936,18,1,2019,12.5,3.85,4
572200,16,3,2020,12.5,4,3
519950,13,2,2012,16.64,4.48,3
570000,16,2,2009,15.85,4.57,3
570000,13,2,2008,19.2,4.9,3
570000,13,2,2003,26.59,6.17,3
570000,12,2,2011,17,4.9,4
595000,13,2,2007,18.9,5,3
595000,24,2,2008,23.47,5.33,3
595000,16,2,2018,14.29,4.3,4
595000,13,2,2007,21.59,5.41,3
595000,13,2,2006,22.25,5.21,3
595000,16,2,2017,15.1,4.27,4
595000,16,2,2017,15.1,4.27,4
595000,20,2,2011,23.85,5,7
594000,16,2,2006,20.45,5.23,3
590000,13,2,2008,17.92,4.85,3
590000,16,2,2006,20.43,5.2,3
625000,13,2,2007,17.53,5,3
625000,21,2,1964,78.63,7.75,7
625000,7,3,2020,13.16,3.75,3
598000,13,2,2010,18.66,5,3
562352,16,1,2018,15.19,4.5,4
615000,12,1,2018,19.75,4.9,7
615000,16,2,2019,12.54,4.25,4
594506,16,1,2020,14.43,4.49,3
560000,13,2,2014,16.18,4.3,3
610000,18,2,2008,16.46,4.9,3
610000,16,2,2007,19.2,5.2,3
549950,16,2,2016,15.19,4.5,4
600240,13,3,2020,13.45,4.24,4
650000,13,2,1996,19.03,6.2,7
650000,16,2,2003,21.9,5.45,3
650000,18,2,2017,15.2,4.5,4
650000,13,2,2008,19.06,5,3
650000,13,2,2011,17.6,4.63,3
650000,13,2,2003,22,5.61,3
649500,12,2,2005,14.95,4.88,7
649000,16,2,2006,19.9,5.1,3
750000,13,2,1983,9,3.2,3
690000,16,2,2010,17.86,5.25,3
690000,13,2,2006,22.25,5.41,3
690000,13,2,2008,21.69,5.08,3
690000,13,2,2013,15,4.2,3
690000,13,2,2010,18.29,4.97,3
690000,16,2,1998,25.8,5.75,3
689000,16,3,2020,13.9,4.48,3
686000,16,2,2017,15.1,4.32,4
625000,13,2,2017,16.15,4.3,3
620000,13,2,2006,22.25,5.41,3
748000,13,2,2009,19.35,5,3
745000,16,2,2016,17.92,4.79,3
745000,13,2,2008,17.57,4.64,3
715528,16,1,2020,14.99,4.8,3
735000,13,2,2007,23.44,5.03,3
730000,16,2,2012,19.5,5.12,4
730000,13,2,2007,19.61,5,3
730000,16,2,2017,16.2,4.46,3
729000,7,3,2020,13.9,4.4,3
729000,24,2,2018,16.2,4.46,3
725000,13,2,2015,16.17,4.3,3
725000,13,2,2016,16.18,4.29,3
696881,13,1,2020,14.99,4.8,3
790000,13,2,2009,19.96,5.22,3
790000,16,2,2008,19.3,5.03,3
789000,16,1,2020,14.29,4.3,3
785000,13,2,2007,19.75,5.03,3
780840,4,1,2020,13.82,4.06,3
780000,13,2,2014,23.98,6.08,7
780000,16,2,2014,16.4,4.5,3
779000,13,2,2015,16.76,5,3
776179,4,1,2020,13.9,3.8,3
775000,16,2,2010,19.5,5.12,4
775000,13,2,2006,21.64,5.33,3
705000,13,1,2020,15.85,4.51,3
772000,4,1,2020,11.25,3.2,3
835000,13,2,2006,24.97,6,3
830000,16,2,2007,19.99,5.31,3
830000,16,2,2016,16.12,4.66,3
829000,18,2,2010,19.14,4.99,3
825000,7,2,2008,15.75,4.88,7
750000,16,2,2007,22.86,5.7,3
749950,18,2,2017,16.1,4.1,3
749500,13,2,2005,25.3,6.19,3
820000,16,2,2017,16.66,4.75,3
814200,16,1,2020,16.11,4.5,4
799000,13,2,2008,24.99,5.52,3
875000,16,2,2008,19.5,5.2,4
875000,13,2,2006,23.4,5.5,3
874306,12,2,2017,16.23,4.8,3
795000,16,2,2000,26.56,5.95,3
870000,13,2,2004,23.1,5.75,3
870000,16,2,2009,19.88,5.67,3
870000,13,2,2008,21.98,5.41,3
869000,13,2,2006,20.75,5.45,3
868000,16,2,2019,16.1,4.49,4
790000,13,2,2008,21.98,5.7,3
865000,16,2,2015,18.35,4.88,4
930000,13,2,2015,18.34,4.72,3
925105,16,1,2020,16.11,4.49,3
920000,13,2,2017,17.29,4.88,3
906100,16,1,2020,18.7,4.84,3
825000,13,2,2019,15.85,4.51,3
900000,18,2,2008,23.05,5.5,3
900000,16,2,2011,17.88,4.95,3
900000,13,2,2008,22.94,5.6,3
900000,13,2,1991,30,6.2,3
